0.0,0.0
5.85561E-05,4.739891773
0.000381822,34.9755303
0.000506384,23.49540252
0.000730594,44.90178677
0.000890448,54.63561614
0.000988317,75.14032913
0.00106172,64.16821015
0.00111881,106.0177139
0.001167745,85.53216622
0.001232991,91.80701868
0.001552699,50.74506566
0.001575535,113.2621873
0.001637017,99.75578394
0.001689716,122.6531712
0.001855798,132.0631268
0.001918079,141.0972624
0.002048571,146.7606513
0.002203532,155.3576454
0.002355773,163.6654365
0.002717347,184.5740398
0.002717347,178.0152574
0.002907649,191.18251
0.002907649,213.840122
0.00298377,198.6356719
0.003059891,205.8602701
0.003136011,172.5496054
0.003225972,221.0674305
0.003402434,230.7339556
0.003470943,238.922496
0.003668857,250.7978673
0.004139422,262.5883176
0.004635591,272.5914094
0.005229334,280.3099038
0.006485327,286.9378942
0.008997313,291.4144374
0.0115093,293.0785252
0.014021286,294.2168262
0.016533273,294.9756936
0.019045259,295.6803562
0.021557246,296.7373501
0.024069233,297.929856
0.026581219,298.932645
0.029093206,299.9625365
0.031605192,301.0737351
0.034117179,302.130729
0.036629165,302.9438012
0.039141152,304.0278975
0.041653138,304.4886384
0.044165125,305.4372226
0.046677111,306.4129093
0.049189098,307.2259815
0.051701084,307.8764392
0.054213071,308.5811018
0.056725057,309.2315596
0.059237044,310.3698607
0.06174903,310.8848064
0.064261017,311.3726497
0.066773003,311.7520834
0.06928499,312.0773123
0.071796976,312.3483363
0.074308963,312.8090773
0.076820949,312.9174869
0.079332936,313.2969206
0.081844923,313.7305591
0.084356909,313.9473783
0.086868896,313.9473783
0.089380882,313.9202759
0.091892869,314.2997096
0.094404855,314.5165289
0.096916842,314.3539144
0.099428828,313.9744807
0.101940815,313.2969206
0.104452801,312.6735652
0.106964788,312.5457967
0.109476774,312.2399267
0.111988761,311.4810593
0.114500747,310.7763968
0.117012734,310.0988366
0.11952472,309.1657394
0.122036707,308.3100777
0.124548693,307.6054152
0.12706068,305.8166563
0.129572666,303.9465903
0.132084653,302.7540844
0.134596639,301.263452
0.137108626,299.9625365
0.139620613,297.9366316
0.142132599,296.1410971
0.144644586,294.4336455
0.147156572,292.6448867
0.149668559,290.4766941
0.152180545,288.1187847
0.154692532,286.004797
0.157204518,283.8637069
0.159716505,282.1291528
0.162228491,280.0693699
0.164740478,277.7927678
0.167252464,275.0012199
0.169764451,272.8059249
0.172276437,270.3667083
0.174788424,268.3340278
0.17730041,266.0303232
0.179355672,263.9868878
